검색어,검색어_유형,기준_지역,키워드,대표_상권코드
구의1동 다원,행정동,구의1동,다원,3110160
어린이대공원역 찻집,지하철역,어린이대공원역,찻집,3110138
어린이대공원역 티룸,지하철역,어린이대공원역,티룸,3110138
어린이대공원역 티하우스,지하철역,어린이대공원역,티하우스,3110138
어린이대공원역 티카페,지하철역,어린이대공원역,티카페,3110138
어린이대공원역 다원,지하철역,어린이대공원역,다원,3110138
자양4동 찻집,행정동,자양4동,찻집,3110139
뚝섬유원지역 찻집,지하철역,뚝섬유원지역,찻집,3110139
자양4동 티룸,행정동,자양4동,티룸,3110139
뚝섬유원지역 티룸,지하철역,뚝섬유원지역,티룸,3110139
자양4동 티하우스,행정동,자양4동,티하우스,3110139
뚝섬유원지역 티하우스,지하철역,뚝섬유원지역,티하우스,3110139
자양4동 티카페,행정동,자양4동,티카페,3110139
뚝섬유원지역 티카페,지하철역,뚝섬유원지역,티카페,3110139
자양4동 다원,행정동,자양4동,다원,3110139
뚝섬유원지역 다원,지하철역,뚝섬유원지역,다원,3110139
건대입구역 찻집,지하철역,건대입구역,찻집,3110140
건대입구역 티룸,지하철역,건대입구역,티룸,3110140
건대입구역 티하우스,지하철역,건대입구역,티하우스,3110140
건대입구역 티카페,지하철역,건대입구역,티카페,3110140
건대입구역 다원,지하철역,건대입구역,다원,3110140
화양동 찻집,행정동,화양동,찻집,3110141
화양동 티룸,행정동,화양동,티룸,3110141
화양동 티하우스,행정동,화양동,티하우스,3110141
화양동 티카페,행정동,화양동,티카페,3110141
화양동 다원,행정동,화양동,다원,3110141
군자동 찻집,행정동,군자동,찻집,3110145
군자동 티룸,행정동,군자동,티룸,3110145
군자동 티하우스,행정동,군자동,티하우스,3110145
군자동 티카페,행정동,군자동,티카페,3110145
군자동 다원,행정동,군자동,다원,3110145
자양3동 찻집,행정동,자양3동,찻집,3110146
자양3동 티룸,행정동,자양3동,티룸,3110146
자양3동 티하우스,행정동,자양3동,티하우스,3110146
자양3동 티카페,행정동,자양3동,티카페,3110146
자양3동 다원,행정동,자양3동,다원,3110146
군자역 찻집,지하철역,군자역,찻집,3110147
군자역 티룸,지하철역,군자역,티룸,3110147
군자역 티하우스,지하철역,군자역,티하우스,3110147
군자역 티카페,지하철역,군자역,티카페,3110147
군자역 다원,지하철역,군자역,다원,3110147
중곡1동 찻집,행정동,중곡1동,찻집,3110150
중곡1동 티룸,행정동,중곡1동,티룸,3110150
중곡1동 티하우스,행정동,중곡1동,티하우스,3110150
중곡1동 티카페,행정동,중곡1동,티카페,3110150
중곡1동 다원,행정동,중곡1동,다원,3110150
능동 찻집,행정동,능동,찻집,3110156
능동 티룸,행정동,능동,티룸,3110156
능동 티하우스,행정동,능동,티하우스,3110156
능동 티카페,행정동,능동,티카페,3110156
능동 다원,행정동,능동,다원,3110156
중곡4동 찻집,행정동,중곡4동,찻집,3110174
아차산역 찻집,지하철역,아차산역,찻집,3110174
중곡4동 티룸,행정동,중곡4동,티룸,3110174
아차산역 티룸,지하철역,아차산역,티룸,3110174
중곡4동 티하우스,행정동,중곡4동,티하우스,3110174
아차산역 티하우스,지하철역,아차산역,티하우스,3110174
중곡4동 티카페,행정동,중곡4동,티카페,3110174
아차산역 티카페,지하철역,아차산역,티카페,3110174
중곡4동 다원,행정동,중곡4동,다원,3110174
아차산역 다원,지하철역,아차산역,다원,3110174
구의3동 찻집,행정동,구의3동,찻집,3110175
구의3동 티룸,행정동,구의3동,티룸,3110175
구의3동 티하우스,행정동,구의3동,티하우스,3110175
구의3동 티카페,행정동,구의3동,티카페,3110175
구의3동 다원,행정동,구의3동,다원,3110175
광장동 찻집,행정동,광장동,찻집,3110178
광나루역 찻집,지하철역,광나루역,찻집,3110178
광장동 티룸,행정동,광장동,티룸,3110178
광나루역 티룸,지하철역,광나루역,티룸,3110178
광장동 티하우스,행정동,광장동,티하우스,3110178
광나루역 티하우스,지하철역,광나루역,티하우스,3110178
광장동 티카페,행정동,광장동,티카페,3110178
광나루역 티카페,지하철역,광나루역,티카페,3110178
광장동 다원,행정동,광장동,다원,3110178
광나루역 다원,지하철역,광나루역,다원,3110178
중곡2동 찻집,행정동,중곡2동,찻집,3110162
중곡2동 티룸,행정동,중곡2동,티룸,3110162
중곡2동 티하우스,행정동,중곡2동,티하우스,3110162
중곡2동 티카페,행정동,중곡2동,티카페,3110162
중곡2동 다원,행정동,중곡2동,다원,3110162
구의2동 찻집,행정동,구의2동,찻집,3110177
구의2동 티룸,행정동,구의2동,티룸,3110177
구의2동 티하우스,행정동,구의2동,티하우스,3110177
구의2동 티카페,행정동,구의2동,티카페,3110177
구의2동 다원,행정동,구의2동,다원,3110177
용신동 찻집,행정동,용신동,찻집,3110181
용신동 티룸,행정동,용신동,티룸,3110181
용신동 티하우스,행정동,용신동,티하우스,3110181
용신동 티카페,행정동,용신동,티카페,3110181
용신동 다원,행정동,용신동,다원,3110181
전농1동 찻집,행정동,전농1동,찻집,3110206
회기역 찻집,지하철역,회기역,찻집,3110206
전농1동 티룸,행정동,전농1동,티룸,3110206
회기역 티룸,지하철역,회기역,티룸,3110206
전농1동 티하우스,행정동,전농1동,티하우스,3110206
회기역 티하우스,지하철역,회기역,티하우스,3110206
전농1동 티카페,행정동,전농1동,티카페,3110206
회기역 티카페,지하철역,회기역,티카페,3110206
전농1동 다원,행정동,전농1동,다원,3110206
회기역 다원,지하철역,회기역,다원,3110206
회기동 찻집,행정동,회기동,찻집,3110208
회기동 티룸,행정동,회기동,티룸,3110208
회기동 티하우스,행정동,회기동,티하우스,3110208
회기동 티카페,행정동,회기동,티카페,3110208
회기동 다원,행정동,회기동,다원,3110208
답십리1동 찻집,행정동,답십리1동,찻집,3110209
답십리1동 티룸,행정동,답십리1동,티룸,3110209
답십리1동 티하우스,행정동,답십리1동,티하우스,3110209
답십리1동 티카페,행정동,답십리1동,티카페,3110209
답십리1동 다원,행정동,답십리1동,다원,3110209
제기동 찻집,행정동,제기동,찻집,3110186
안암역 찻집,지하철역,안암역,찻집,3110186
제기동 티룸,행정동,제기동,티룸,3110186
안암역 티룸,지하철역,안암역,티룸,3110186
제기동 티하우스,행정동,제기동,티하우스,3110186
안암역 티하우스,지하철역,안암역,티하우스,3110186
제기동 티카페,행정동,제기동,티카페,3110186
안암역 티카페,지하철역,안암역,티카페,3110186
제기동 다원,행정동,제기동,다원,3110186
안암역 다원,지하철역,안암역,다원,3110186
제기동역 찻집,지하철역,제기동역,찻집,3110187
제기동역 티룸,지하철역,제기동역,티룸,3110187
제기동역 티하우스,지하철역,제기동역,티하우스,3110187
제기동역 티카페,지하철역,제기동역,티카페,3110187
제기동역 다원,지하철역,제기동역,다원,3110187
청량리동 찻집,행정동,청량리동,찻집,3110196
고려대역 찻집,지하철역,고려대역,찻집,3110196
청량리동 티룸,행정동,청량리동,티룸,3110196
고려대역 티룸,지하철역,고려대역,티룸,3110196
청량리동 티하우스,행정동,청량리동,티하우스,3110196
고려대역 티하우스,지하철역,고려대역,티하우스,3110196
청량리동 티카페,행정동,청량리동,티카페,3110196
고려대역 티카페,지하철역,고려대역,티카페,3110196
청량리동 다원,행정동,청량리동,다원,3110196
고려대역 다원,지하철역,고려대역,다원,3110196
장안2동 찻집,행정동,장안2동,찻집,3110228
장안2동 티룸,행정동,장안2동,티룸,3110228
장안2동 티하우스,행정동,장안2동,티하우스,3110228
장안2동 티카페,행정동,장안2동,티카페,3110228
장안2동 다원,행정동,장안2동,다원,3110228
장안1동 찻집,행정동,장안1동,찻집,3110229
장안1동 티룸,행정동,장안1동,티룸,3110229
장안1동 티하우스,행정동,장안1동,티하우스,3110229
장안1동 티카페,행정동,장안1동,티카페,3110229
장안1동 다원,행정동,장안1동,다원,3110229
사가정역 찻집,지하철역,사가정역,찻집,3110231
사가정역 티룸,지하철역,사가정역,티룸,3110231
사가정역 티하우스,지하철역,사가정역,티하우스,3110231
사가정역 티카페,지하철역,사가정역,티카페,3110231
사가정역 다원,지하철역,사가정역,다원,3110231
휘경1동 찻집,행정동,휘경1동,찻집,3110224
외대앞역 찻집,지하철역,외대앞역,찻집,3110224
휘경1동 티룸,행정동,휘경1동,티룸,3110224
외대앞역 티룸,지하철역,외대앞역,티룸,3110224
휘경1동 티하우스,행정동,휘경1동,티하우스,3110224
외대앞역 티하우스,지하철역,외대앞역,티하우스,3110224
휘경1동 티카페,행정동,휘경1동,티카페,3110224
외대앞역 티카페,지하철역,외대앞역,티카페,3110224
휘경1동 다원,행정동,휘경1동,다원,3110224
외대앞역 다원,지하철역,외대앞역,다원,3110224
답십리2동 찻집,행정동,답십리2동,찻집,3110225
답십리2동 티룸,행정동,답십리2동,티룸,3110225
답십리2동 티하우스,행정동,답십리2동,티하우스,3110225
답십리2동 티카페,행정동,답십리2동,티카페,3110225
답십리2동 다원,행정동,답십리2동,다원,3110225
이문1동 찻집,행정동,이문1동,찻집,3110213
이문1동 티룸,행정동,이문1동,티룸,3110213
이문1동 티하우스,행정동,이문1동,티하우스,3110213
이문1동 티카페,행정동,이문1동,티카페,3110213
이문1동 다원,행정동,이문1동,다원,3110213
전농2동 찻집,행정동,전농2동,찻집,3110216
전농2동 티룸,행정동,전농2동,티룸,3110216
전농2동 티하우스,행정동,전농2동,티하우스,3110216
전농2동 티카페,행정동,전농2동,티카페,3110216
전농2동 다원,행정동,전농2동,다원,3110216
휘경2동 찻집,행정동,휘경2동,찻집,3110219
휘경2동 티룸,행정동,휘경2동,티룸,3110219
휘경2동 티하우스,행정동,휘경2동,티하우스,3110219
휘경2동 티카페,행정동,휘경2동,티카페,3110219
휘경2동 다원,행정동,휘경2동,다원,3110219
석관동 찻집,행정동,석관동,찻집,3110221
돌곶이역 찻집,지하철역,돌곶이역,찻집,3110221
석관동 티룸,행정동,석관동,티룸,3110221
돌곶이역 티룸,지하철역,돌곶이역,티룸,3110221
석관동 티하우스,행정동,석관동,티하우스,3110221
돌곶이역 티하우스,지하철역,돌곶이역,티하우스,3110221
석관동 티카페,행정동,석관동,티카페,3110221
돌곶이역 티카페,지하철역,돌곶이역,티카페,3110221
석관동 다원,행정동,석관동,다원,3110221
돌곶이역 다원,지하철역,돌곶이역,다원,3110221
면목7동 찻집,행정동,면목7동,찻집,3110254
면목7동 티룸,행정동,면목7동,티룸,3110254
면목7동 티하우스,행정동,면목7동,티하우스,3110254
면목7동 티카페,행정동,면목7동,티카페,3110254
면목7동 다원,행정동,면목7동,다원,3110254
상봉2동 찻집,행정동,상봉2동,찻집,3110255
상봉역 찻집,지하철역,상봉역,찻집,3110255
상봉2동 티룸,행정동,상봉2동,티룸,3110255
상봉역 티룸,지하철역,상봉역,티룸,3110255
상봉2동 티하우스,행정동,상봉2동,티하우스,3110255
상봉역 티하우스,지하철역,상봉역,티하우스,3110255
상봉2동 티카페,행정동,상봉2동,티카페,3110255
상봉역 티카페,지하철역,상봉역,티카페,3110255
상봉2동 다원,행정동,상봉2동,다원,3110255
상봉역 다원,지하철역,상봉역,다원,3110255
중화2동 찻집,행정동,중화2동,찻집,3110233
중랑역 찻집,지하철역,중랑역,찻집,3110233
중화2동 티룸,행정동,중화2동,티룸,3110233
중랑역 티룸,지하철역,중랑역,티룸,3110233
중화2동 티하우스,행정동,중화2동,티하우스,3110233
중랑역 티하우스,지하철역,중랑역,티하우스,3110233
중화2동 티카페,행정동,중화2동,티카페,3110233
중랑역 티카페,지하철역,중랑역,티카페,3110233
중화2동 다원,행정동,중화2동,다원,3110233
중랑역 다원,지하철역,중랑역,다원,3110233
묵2동 찻집,행정동,묵2동,찻집,3110236
먹골역 찻집,지하철역,먹골역,찻집,3110236
묵2동 티룸,행정동,묵2동,티룸,3110236
먹골역 티룸,지하철역,먹골역,티룸,3110236
묵2동 티하우스,행정동,묵2동,티하우스,3110236
먹골역 티하우스,지하철역,먹골역,티하우스,3110236
